Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2021,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.2,12.2,,,9.6,15.4,102,17110,Disability Type,Cognitive Disability,,,DISEST,RACEIND,31,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,7.9,7.9,,,7,8.9,506,73206,Disability Type,Cognitive Disability,,,DISEST,VETIND,15,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2021,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,35,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.3,17.3,,,16,18.8,2014,798523,Disability Type,Cognitive Disability,,,DISEST,RACEIND,59,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.9,11.9,,,8.5,16.5,83,71986,Disability Type,Hearing Disability,,,DISEST,VETIND,1,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,29.2,29.2,,,27.3,31.3,870,708384,Disability Status,Any Disability,,,DISEST,AGEIND,26,AGE02,PREV,DISSTAT,DISABL,,
2021,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.9,7.9,,,7,9,354,170598,Disability Type,Independent Living Disability,,,DISEST,SEXIND,8,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,23,23,,,20.5,25.6,367,204528,Disability Type,Mobility Disability,,,DISEST,AGEIND,40,AGE02,PREV,DISTYPE,MOBDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,5.2,5.2,,,4.5,6,579,145464,Disability Type,Hearing Disability,,,DISEST,SEXIND,29,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,19.1,19.1,,,13.8,25.9,45,41380,Disability Type,Cognitive Disability,,,DISEST,RACEIND,29,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,19.5,19.5,,,17.8,21.4,1588,457018,Disability Type,Mobility Disability,,,DISEST,RACEIND,59,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57.3,57.3,,,55.3,59.4,2802,1191442,Disability Status,No Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISSTAT,NODIS,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,6,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,42.7,42.7,,,40.6,44.7,2084,886954,Disability Status,Any Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISSTAT,DISABL,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,29.1,29.1,,,28.1,30.1,5985,4944742,Disability Status,Any Disability,,,DISEST,SEXIND,83,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,11.7,11.7,,,6.7,19.8,15,18751,Disability Type,Hearing Disability,,,DISEST,RACEIND,37,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,23.7,23.7,,,22.6,24.8,2920,1236346,Disability Status,Any Disability,,,DISEST,VETIND,53,VET2,AGEADJPREV,DISSTAT,DISABL,,
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.5,4.5,,,3.8,5.3,248,29977,Disability Type,Self-care Disability,,,DISEST,AGEIND,20,AGE02,PREV,DISTYPE,SELFDIS,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,11.6,11.6,,,9.3,14.4,220,56152,Disability Type,Cognitive Disability,,,DISEST,RACEIND,59,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,17,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,11.3,11.3,,,9.8,13,282,331324,Disability Type,Cognitive Disability,,,DISEST,AGEIND,34,AGE01,PREV,DISTYPE,COGDIS,,
2021,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,11.7,11.7,,,8.1,16.5,51,3033,Disability Type,Mobility Disability,,,DISEST,RACEIND,2,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,78.2,78.2,,,76.1,80.1,1964,2507512,Disability Status,No Disability,,,DISEST,AGEIND,26,AGE01,PREV,DISSTAT,NODIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,51,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,64.4,64.4,,,58.5,69.9,714,151768,Disability Status,No Disability,,,DISEST,RACEIND,80,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.7,5.7,,,4.7,6.9,258,208806,Disability Type,Independent Living Disability,,,DISEST,RACEIND,55,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,26.9,26.9,,,24.9,29,983,122644,Disability Status,Any Disability,,,DISEST,SEXIND,30,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2021,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,30,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,75.5,75.5,,,72,78.6,1073,912376,Disability Status,No Disability,,,DISEST,AGEIND,72,AGE01,PREV,DISSTAT,NODIS,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,31.1,31.1,,,30.1,32.1,11076,11325198,Disability Status,Any Disability,,,DISEST,RACEIND,59,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,50,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2021,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.9,1.9,,,1.4,2.6,70,20616,Disability Type,Hearing Disability,,,DISEST,AGEIND,19,AGE01,PREV,DISTYPE,HEARDIS,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10.6,10.6,,,9.3,12.2,321,192737,Disability Type,Mobility Disability,,,DISEST,AGEIND,25,AGE02,PREV,DISTYPE,MOBDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,70.4,70.4,,,67.4,73.3,1062,3359959,Disability Status,No Disability,,,DISEST,SEXIND,17,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,70.3,70.3,,,62.3,77.1,211,11589,Disability Status,No Disability,,,DISEST,VETIND,66,VET1,AGEADJPREV,DISSTAT,NODIS,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,7.6,7.6,,,6.1,9.5,117,174458,Disability Type,Independent Living Disability,,,DISEST,AGEIND,47,AGE01,PREV,DISTYPE,INDDIS,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,40,40,,,26.5,55.2,69,14761,Disability Status,Any Disability,,,DISEST,RACEIND,55,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,13.8,13.8,,,11.9,15.9,229,23210,Disability Type,Mobility Disability,,,DISEST,AGEIND,38,AGE02,PREV,DISTYPE,MOBDIS,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,36.9,36.9,,,30.1,44.3,162,67772,Disability Status,Any Disability,,,DISEST,RACEIND,4,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,18,18,,,15.5,20.8,297,186258,Disability Type,Cognitive Disability,,,DISEST,SEXIND,5,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,20,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,15.6,15.6,,,11.3,21.2,118,43689,Disability Type,Cognitive Disability,,,DISEST,VETIND,5,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,65.8,65.8,,,55.8,74.5,88,76059,Disability Status,No Disability,,,DISEST,RACEIND,42,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2021,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,15.3,15.3,,,10,22.8,29,6362,Disability Type,Cognitive Disability,,,DISEST,RACEIND,2,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.4,12.4,,,11,14,616,1571821,Disability Type,Cognitive Disability,,,DISEST,RACEIND,88,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,16,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,18.9,18.9,,,17.4,20.6,888,588859,Disability Type,Mobility Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,27.7,27.7,,,25.6,29.8,645,126626,Disability Type,Mobility Disability,,,DISEST,AGEIND,54,AGE02,PREV,DISTYPE,MOBDIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,49,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.4,2.4,,,1.8,3.2,130,101895,Disability Type,Vision Disability,,,DISEST,VETIND,55,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,28.5,28.5,,,16.2,45.1,23,23655,Disability Type,Cognitive Disability,,,DISEST,RACEIND,37,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.4,5.4,,,5.1,5.7,3470,2159199,Disability Type,Hearing Disability,,,DISEST,VETIND,84,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,20,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2021,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,8,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2021,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,70.1,70.1,,,64.6,75,411,86166,Disability Status,No Disability,,,DISEST,RACEIND,35,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.8,8.8,,,7.8,9.9,392,66722,Disability Type,Mobility Disability,,,DISEST,SEXIND,16,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,11.8,11.8,,,10,13.8,196,122253,Disability Type,Independent Living Disability,,,DISEST,AGEIND,22,AGE02,PREV,DISTYPE,INDDIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,3.5,3.5,,,2.2,5.4,26,4729,Disability Type,Hearing Disability,,,DISEST,AGEIND,11,AGE02,PREV,DISTYPE,HEARDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.3,5.3,,,4.4,6.2,261,110208,Disability Type,Self-care Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISTYPE,SELFDIS,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,18,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,71.3,71.3,,,67.6,74.7,2157,572574,Disability Status,No Disability,,,DISEST,VETIND,36,VET1,AGEADJPREV,DISSTAT,NODIS,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,21,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,27,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,11.3,11.3,,,10.1,12.7,809,230924,Disability Type,Cognitive Disability,,,DISEST,RACEIND,24,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.6,8.6,,,7.6,9.6,507,425698,Disability Type,Mobility Disability,,,DISEST,RACEIND,34,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,6.8,6.8,,,5.4,8.5,392,128899,Disability Type,Independent Living Disability,,,DISEST,VETIND,81,VET1,AGEADJPREV,DISTYPE,INDDIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,29.9,29.9,,,27.5,32.4,1102,1258008,Disability Status,Any Disability,,,DISEST,RACEIND,84,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,60.9,60.9,,,58.8,63,2298,1557861,Disability Status,No Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.6,8.6,,,7.6,9.8,448,178657,Disability Type,Independent Living Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISTYPE,INDDIS,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,25,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.3,4.3,,,4,4.7,1872,966300,Disability Type,Vision Disability,,,DISEST,VETIND,82,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11,11,,,9.8,12.3,495,153603,Disability Type,Mobility Disability,,,DISEST,RACEIND,24,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.8,8.8,,,7.2,10.7,211,187575,Disability Type,Cognitive Disability,,,DISEST,SEXIND,55,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.6,4.6,,,3.5,5.8,115,187637,Disability Type,Vision Disability,,,DISEST,SEXIND,37,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,12,12,,,10.7,13.5,456,44842,Disability Type,Cognitive Disability,,,DISEST,AGEIND,23,AGE02,PREV,DISTYPE,COGDIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,8.9,8.9,,,5.2,14.9,23,3294,Disability Type,Vision Disability,,,DISEST,RACEIND,5,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,29.2,29.2,,,18.2,43.3,21,35775,Disability Status,Any Disability,,,DISEST,RACEIND,1,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.5,5.5,,,4,7.6,56,53944,Disability Type,Vision Disability,,,DISEST,RACEIND,26,RACE02,AGEADJPREV,DISTYPE,VISDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,23.2,23.2,,,16.2,32.2,31,3627,Disability Type,Mobility Disability,,,DISEST,RACEIND,54,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,75.4,75.4,,,73.5,77.2,2919,2101795,Disability Status,No Disability,,,DISEST,SEXIND,25,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,VETIND,11,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,39,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,87,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7,7,,,6,8.1,362,147463,Disability Type,Vision Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISTYPE,VISDIS,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.5,3.5,,,3.1,4,980,474995,Disability Type,Self-care Disability,,,DISEST,SEXIND,82,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,87,87,,,83.8,89.7,692,651053,Disability Status,No Disability,,,DISEST,RACEIND,89,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.5,12.5,,,8.4,18.2,31,68306,Disability Type,Vision Disability,,,DISEST,RACEIND,42,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,15.3,15.3,,,13.9,16.8,751,321461,Disability Type,Hearing Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISTYPE,HEARDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.7,3.7,,,2.8,4.8,301,15657,Disability Type,Hearing Disability,,,DISEST,SEXIND,46,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,22.4,22.4,,,20,24.9,1618,136383,Disability Status,Any Disability,,,DISEST,RACEIND,46,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.6,8.6,,,7.5,9.9,433,180598,Disability Type,Cognitive Disability,,,DISEST,AGEIND,39,AGE03,PREV,DISTYPE,COGDIS,,
